ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
-0.1708,-0.1149,-1.166,-1.268,-1.014,0.125,-1.444,1.0,0.0,1.328,1.346,-1.429,0.0,0.326,-0.2795,-0.6143,-0.606,-0.0987,-1.462,-0.7393,-0.4585,0.894,-0.268,-1.196,-0.01724,-0.01817,0.0,0.0,-0.02885,0.0,-0.06476,0.1636,-0.1543,-0.4678,-1.0,0.0,0.0,0.1848,-0.252,-0.05225,-0.5,1.0,0.0,0.0,0.0,-0.4827
-0.1897,-0.1487,-1.153,-1.24,-2.053,0.125,-1.454,0.0,0.0,1.31,1.33,-1.425,0.0,0.3286,-0.5054,-0.565,-0.608,-0.1318,-1.452,-0.02129,-0.4585,-0.739,0.8936,-0.2678,-0.01968,-0.01874,0.0,0.0,-0.0281,0.0,-0.0628,0.3252,-0.2324,-0.03238,-1.0,0.0,0.3333,0.1478,-0.2444,-0.0376,0.0,0.0,0.0,0.0,0.0,-0.03244
-0.2181,0.003132,-1.097,-1.214,-12.305,0.25,-1.465,1.0,0.0,1.232,1.256,-1.393,0.0,0.3313,-0.5664,-0.5005,-0.596,-0.00792,-1.439,0.4104,-0.4485,-0.02098,-0.7383,0.893,-0.01923,-0.01869,0.0,0.0,-0.02762,0.0,-0.04453,0.3442,-0.23,0.469,0.0,0.0,0.3333,-0.02428,-0.06836,0.2172,0.5,0.0,0.0,0.0,0.0,0.491
-0.2181,0.01778,-1.076,-1.19,0.2776,0.375,-1.465,1.0,0.0,1.204,1.228,-1.383,0.0,0.334,-0.3572,-0.448,-0.5747,0.00719,-1.432,0.07007,-0.4321,0.4106,-0.02097,-0.7383,-0.02054,-0.01874,0.0,0.0,-0.02626,0.0,-0.0391,0.273,-0.1914,0.0487,1.0,0.5,0.3333,-0.06015,-0.03168,0.259,1.0,0.0,0.0,0.0,0.0,0.05133
-0.1213,0.685,-0.888,-1.153,5.547,0.5,-1.465,1.0,0.0,0.9697,0.9805,-1.266,0.0,0.3367,1.205,-0.3823,-0.531,0.658,-1.417,1.672,-0.3076,0.0703,0.4104,-0.02097,-0.01113,-0.01701,0.0,0.0,-0.022,0.0,0.028,0.546,-0.2825,1.654,1.0,0.5,0.3333,-0.594,0.6084,0.9233,1.5,0.0,0.0,0.0,0.0,1.711
-0.1267,0.612,-0.8813,-1.123,0.03622,0.5,-1.476,1.0,0.0,0.961,0.972,-1.265,0.0,0.3394,0.4329,-0.3052,-0.4648,0.562,-1.4,-0.0679,-0.2465,1.672,0.07025,0.4102,-0.000994,-0.01491,0.0,0.0,-0.01689,0.0,0.02803,0.4285,-0.2246,-0.0505,2.0,1.0,0.3333,-0.57,0.4854,0.768,2.0,0.0,0.0,0.0,0.0,-0.05167
-0.2255,0.4856,-0.897,-1.105,-0.06094,0.5,-1.476,1.0,0.0,0.9736,0.998,-1.279,0.0,0.342,-0.2112,-0.2319,-0.3987,0.42,-1.392,-0.2756,-0.2227,-0.06757,1.671,0.07025,0.00483,-0.012146,0.0,0.0,-0.012215,0.0,0.01988,0.1581,-0.09686,-0.211,1.0,0.5,0.0,-0.4492,0.3296,0.5845,-0.5,1.0,0.0,0.0,0.0,-0.2129
-0.2386,0.6304,-0.841,-1.078,0.433,0.5,-1.476,1.0,0.0,0.903,0.9287,-1.246,0.0,0.3447,-0.01663,-0.1719,-0.3389,0.578,-1.384,0.4011,-0.2264,-0.2754,-0.0675,1.671,0.01494,-0.00982,0.0,0.0,-0.006203,0.0,0.03854,0.4324,-0.2196,0.2432,1.0,1.0,0.3333,-0.5435,0.458,0.6987,0.0,0.0,0.0,0.0,0.0,0.2444
-0.3093,0.7295,-0.793,-1.049,0.305,0.5,-1.476,1.0,0.0,0.8403,0.875,-1.219,0.0,0.3474,-0.3215,-0.1166,-0.2878,0.688,-1.375,0.3162,-0.2026,0.4014,-0.2751,-0.0675,0.02637,-0.007313,0.0,0.0,-0.0001638,0.0,0.05396,0.482,-0.234,0.1605,1.0,1.5,0.3333,-0.609,0.5337,0.749,0.5,0.0,0.0,0.0,0.0,0.1594
-0.2109,0.247,-0.891,-1.026,-0.5386,0.5,-1.476,1.0,0.0,0.9673,0.9897,-1.285,0.0,0.35,-0.2402,-0.0696,-0.245,0.2205,-1.366,-1.022,-0.2338,0.3164,0.4011,-0.275,0.03232,-0.00583,0.0,0.0,0.00388,0.0,0.01587,0.2664,-0.1523,-0.621,0.0,1.0,0.3333,-0.1952,0.1364,0.302,-0.5,1.0,0.0,0.0,0.0,-0.6187
-0.348,0.292,-0.866,-1.009,0.2913,0.5,-1.476,1.0,0.0,0.9277,0.968,-1.271,0.0,0.3528,-0.76,-0.03867,-0.2086,0.2534,-1.357,0.1185,-0.2644,-1.021,0.3162,0.401,0.03848,-0.003426,0.0,0.0,0.007996,0.0,0.02336,0.1841,-0.107,0.0537,0.0,1.5,0.3333,-0.2703,0.1287,0.3389,0.0,0.0,0.0,0.0,0.0,0.0536
-0.3462,-0.1458,-0.956,-0.989,-1.114,0.375,-1.476,0.0,0.0,1.041,1.081,-1.332,0.0,0.3555,0.5483,-0.02444,-0.1792,-0.1692,-1.351,-0.952,-0.2878,0.11884,-1.021,0.3162,0.0348,-0.001705,0.0,0.0,0.00986,0.0,-0.01172,0.253,-0.163,-1.32,0.0,1.0,0.3333,0.10425,-0.1957,-0.08246,-0.5,1.0,0.0,0.0,0.0,-1.329
-0.2844,-0.502,-1.031,-0.974,17.19,0.375,-1.476,0.0,0.0,1.142,1.174,-1.383,0.0,0.3582,0.5215,-0.0393,-0.1547,-0.508,-1.347,-0.822,-0.2827,-0.9517,0.1187,-1.0205,0.02826,-0.001244,0.0,0.0,0.009285,0.0,-0.04102,0.09015,-0.10156,-0.641,-1.0,0.5,0.3333,0.3645,-0.4834,-0.4111,-0.5,2.0,0.0,0.0,0.0,-0.655
-0.3477,-0.426,-1.007,-0.967,-0.107,0.25,-1.476,0.0,0.0,1.106,1.146,-1.37,0.0,0.3608,-0.3608,-0.0721,-0.1401,-0.4429,-1.344,0.1155,-0.288,-0.8213,-0.951,0.11865,0.02321,-0.0001767,0.0,0.0,0.009674,0.0,-0.0338,-0.0871,-0.00983,0.0451,-1.0,0.5,0.3333,0.2537,-0.412,-0.3333,0.0,0.0,0.0,0.0,0.0,0.04736
-0.3174,-0.7036,-1.068,-0.9585,1.312,0.125,-1.476,0.0,0.0,1.1875,1.225,-1.412,0.0,0.3633,-0.1993,-0.1247,-0.1346,-0.7124,-1.343,-0.699,-0.2751,0.1158,-0.821,-0.9507,0.014,0.0007067,0.0,0.0,0.00905,0.0,-0.05804,-0.07666,-0.03033,-0.4072,-1.0,0.0,0.3333,0.4888,-0.6016,-0.5977,-0.5,1.0,0.0,0.0,0.0,-0.419
-0.0741,-1.395,-1.241,-0.9653,1.632,0.125,-1.476,0.0,0.0,1.438,1.443,-1.526,0.0,0.366,1.342,-0.2089,-0.1484,-1.352,-1.355,-1.789,-0.162,-0.6987,0.11566,-0.8203,-0.003038,0.000632,0.0,0.0,0.006542,0.0,-0.1239,-0.468,0.1201,-1.846,-2.0,-0.5,0.0,1.142,-1.159,-1.178,-0.5,2.0,0.0,0.0,0.0,-1.92
-0.0111,-1.462,-1.269,-0.979,0.2122,0.0,-1.476,0.0,0.0,1.48,1.478,-1.548,0.0,0.3687,-0.0206,-0.2998,-0.1824,-1.383,-1.373,-0.3994,-0.0366,-1.788,-0.698,0.11566,-0.01758,0.0001767,0.0,0.0,0.002785,0.0,-0.1361,-0.6494,0.2014,-0.433,-2.0,-0.5,-0.3333,1.18,-1.179,-1.123,-0.5,3.0,0.0,0.0,0.0,-0.4607
0.0205,-1.21,-1.217,-0.99,-0.08594,-0.125,-1.476,0.0,0.0,1.41,1.403,-1.518,0.0,0.3713,0.1868,-0.395,-0.2273,-1.142,-1.382,0.3857,0.02272,-0.3992,-1.787,-0.6978,-0.03122,0.000564,0.0,0.0,0.001137,0.0,-0.11926,-0.569,0.1729,0.3079,-1.0,-0.5,-0.3333,0.86,-0.971,-0.9097,0.0,0.0,0.0,0.0,0.0,0.3347
-0.0819,-0.9395,-1.17,-1.014,-0.1617,-0.25,-1.476,0.0,0.0,1.34,1.346,-1.491,0.0,0.374,0.512,-0.4258,-0.2817,-0.8433,-1.405,0.327,0.05017,0.3857,-0.3987,-1.786,-0.04004,0.000958,0.0,0.0,0.0002663,0.0,-0.10455,-0.9863,0.3875,0.5376,-1.0,-0.5,-0.3333,0.6646,-0.7305,-0.7573,0.5,0.0,0.0,0.0,0.0,0.5767
-0.1674,-0.834,-1.163,-1.036,-0.01414,-0.375,-1.476,0.0,0.0,1.324,1.342,-1.491,0.0,0.3767,-0.314,-0.3613,-0.3254,-0.718,-1.426,-0.06744,0.092,0.3271,0.3855,-0.3987,-0.04605,0.0009108,0.0,0.0,-0.001874,0.0,-0.1045,-0.9863,0.3877,-0.04938,0.0,0.0,-0.3333,0.605,-0.6865,-0.711,1.0,0.0,0.0,0.0,0.0,-0.05005
0.05356,-0.5283,-1.103,-1.052,-0.3887,-0.5,-1.476,0.0,0.0,1.257,1.246,-1.457,0.0,0.3794,2.273,-0.2483,-0.3486,-0.3958,-1.442,0.4497,0.103,-0.06714,0.3271,0.3855,-0.05084,0.001189,0.0,0.0,-0.002438,0.0,-0.08514,-0.781,0.299,0.765,1.0,0.0,0.0,0.3765,-0.4468,-0.5425,1.5,0.0,0.0,0.0,0.0,0.8145
0.02086,-0.3184,-1.066,-1.068,-0.506,-0.625,-1.476,0.0,0.0,1.207,1.2,-1.438,0.0,0.382,-0.2228,-0.1354,-0.3499,-0.2235,-1.451,0.2045,0.1073,0.45,-0.06714,0.327,-0.0523,0.0010195,0.0,0.0,-0.002703,0.0,-0.07477,-0.8516,0.3406,0.1875,2.0,0.5,0.0,0.2502,-0.3281,-0.4543,2.0,0.0,0.0,0.0,0.0,0.1991
0.00853,-0.02763,-1.013,-1.088,-1.784,-0.625,-1.476,1.0,0.0,1.137,1.131,-1.407,0.0,0.3848,-0.4243,-0.03787,-0.3293,0.00911,-1.457,0.3887,0.10913,0.2047,0.4497,-0.0671,-0.04572,0.0003126,0.0,0.0,-0.003,0.0,-0.0573,-0.8335,0.343,0.3972,2.0,1.0,0.0,0.05396,-0.174,-0.3108,2.5,0.0,0.0,0.0,0.0,0.4175
0.0936,-0.2556,-1.08,-1.103,-2.488,-0.75,-1.476,0.0,0.0,1.23,1.214,-1.454,0.0,0.3875,0.601,0.0445,-0.2937,-0.2411,-1.465,-0.774,0.1249,0.389,0.2046,0.4495,-0.04053,-0.0005436,0.0,0.0,-0.00442,0.0,-0.0844,-0.786,0.3027,-1.061,1.0,0.5,0.0,0.3308,-0.414,-0.5024,-0.5,1.0,0.0,0.0,0.0,-1.102
0.141,-0.3274,-1.114,-1.123,0.8687,-0.875,-1.476,0.0,0.0,1.278,1.256,-1.4795,0.0,0.3901,-0.404,0.1075,-0.2434,-0.3533,-1.474,-0.4636,0.105,-0.7734,0.3887,0.2045,-0.03842,-0.001855,0.0,0.0,-0.008705,0.0,-0.0993,-0.9155,0.357,-0.3655,0.0,0.5,-0.3333,0.4287,-0.564,-0.5757,-0.5,2.0,0.0,0.0,0.0,-0.3823
0.07623,-0.3909,-1.142,-1.138,0.5474,-0.875,-1.476,0.0,0.0,1.311,1.297,-1.501,0.0,0.3928,-0.278,0.1631,-0.1753,-0.385,-1.491,-0.4036,0.0816,-0.4631,-0.773,0.3887,-0.03897,-0.003187,0.0,0.0,-0.01342,0.0,-0.1118,-0.8223,0.3032,-0.315,-1.0,0.5,-0.3333,0.4978,-0.6763,-0.6284,-0.5,3.0,0.0,0.0,0.0,-0.331
-0.0845,-0.259,-1.116,-1.144,-0.483,-0.875,-1.476,0.0,0.0,1.267,1.272,-1.489,0.0,0.3955,-0.9287,0.1844,-0.1123,-0.2666,-1.497,0.1132,0.04684,-0.403,-0.463,-0.7725,-0.03885,-0.004906,0.0,0.0,-0.01762,0.0,-0.10486,-0.606,0.2017,0.0701,-1.0,1.0,0.0,0.393,-0.5674,-0.5327,0.0,0.0,0.0,0.0,0.0,0.0771
0.010124,-0.02771,-1.066,-1.148,-2.12,-0.75,-1.476,1.0,0.0,1.206,1.2,-1.461,0.0,0.3982,0.788,0.1665,-0.0579,-0.05405,-1.502,0.3555,-0.0484,0.1135,-0.4028,-0.4626,-0.0391,-0.005245,0.0,0.0,-0.02191,0.0,-0.08887,-0.5254,0.1722,0.2925,-1.0,1.0,0.0,0.2041,-0.3901,-0.3606,0.5,0.0,0.0,0.0,0.0,0.3125
0.14,-0.4211,-1.168,-1.159,-4.402,-0.75,-1.476,0.0,0.0,1.351,1.328,-1.528,0.0,0.401,0.4326,0.1047,-0.01372,-0.4546,-1.508,-1.094,-0.1857,0.3557,0.11346,-0.4026,-0.04407,-0.006306,0.0,0.0,-0.02808,0.0,-0.1276,-0.6055,0.1871,-0.7163,-1.0,0.5,0.0,0.528,-0.794,-0.695,-0.5,1.0,0.0,0.0,0.0,-0.753
0.02019,-0.4077,-1.16,-1.153,0.0889,-0.75,-1.476,0.0,0.0,1.333,1.326,-1.526,0.0,0.4036,0.1575,0.0211,0.0137,-0.437,-1.509,-0.04367,-0.27,-1.094,0.3555,0.1134,-0.05063,-0.00819,0.0,0.0,-0.0329,0.0,-0.1265,-0.1388,-0.04144,-0.0397,0.0,0.5,0.3333,0.4595,-0.749,-0.653,0.0,0.0,0.0,0.0,0.0,-0.0396
0.02275,-0.4434,-1.163,-1.1455,0.306,-0.75,-1.476,0.0,0.0,1.336,1.329,-1.53,0.0,0.4062,-0.02734,-0.07294,0.01993,-0.4841,-1.505,-0.1385,-0.4148,-0.04337,-1.093,0.3552,-0.0548,-0.00954,0.0,0.0,-0.03806,0.0,-0.1289,-0.04575,-0.0887,-0.0934,0.0,0.0,0.3333,0.426,-0.75,-0.6787,-0.5,1.0,0.0,0.0,0.0,-0.09705
0.1131,-0.584,-1.195,-1.144,0.7036,-0.75,-1.476,0.0,0.0,1.386,1.367,-1.554,0.0,0.409,0.7656,-0.1893,0.009514,-0.6147,-1.509,-0.4392,-0.4866,-0.1382,-0.04333,-1.093,-0.0589,-0.01124,0.0,0.0,-0.04248,0.0,-0.1426,-0.3423,0.04837,-0.3137,-1.0,-0.5,0.0,0.5176,-0.849,-0.8438,-0.5,2.0,0.0,0.0,0.0,-0.3333
0.0632,-0.74,-1.236,-1.148,0.571,-0.75,-1.476,0.0,0.0,1.439,1.428,-1.583,0.0,0.4114,-0.307,-0.282,-0.01672,-0.781,-1.513,-0.537,-0.4868,-0.439,-0.1381,-0.0433,-0.0635,-0.01376,0.0,0.0,-0.04648,0.0,-0.1598,-0.6494,0.1885,-0.3208,-2.0,-1.0,-0.3333,0.6587,-0.9526,-1.017,-0.5,3.0,0.0,0.0,0.0,-0.3425
0.1571,-0.1953,-1.103,-1.142,-0.955,-0.75,-1.476,0.0,0.0,1.265,1.239,-1.503,0.0,0.414,1.009,-0.3508,-0.06223,-0.242,-1.516,1.184,-0.577,-0.5366,-0.4387,-0.1381,-0.0642,-0.01536,0.0,0.0,-0.04913,0.0,-0.1138,-0.1946,-0.00565,1.118,-1.0,-0.5,-0.3333,0.1887,-0.395,-0.2644,0.0,0.0,0.0,0.0,0.0,1.218
-0.0576,-0.06476,-1.071,-1.14,-2.453,-0.625,-1.476,1.0,0.0,1.208,1.211,-1.485,0.0,0.4167,0.2488,-0.3992,-0.1309,-0.1142,-1.519,0.1919,-0.6265,1.184,-0.536,-0.4385,-0.0656,-0.01826,0.0,0.0,-0.0506,0.0,-0.10394,-0.276,0.0407,0.1342,-1.0,0.0,-0.3333,0.0842,-0.2876,-0.03604,0.5,0.0,0.0,0.0,0.0,0.1453
-0.001648,0.1876,-1.008,-1.136,4.633,-0.5,-1.476,1.0,0.0,1.129,1.125,-1.448,0.0,0.4194,0.6304,-0.4478,-0.2057,0.1339,-1.52,0.488,-0.6157,0.1921,1.183,-0.536,-0.0612,-0.0207,0.0,0.0,-0.04904,0.0,-0.08295,-0.1875,0.010765,0.4001,0.0,0.5,-0.3333,-0.10803,-0.07904,0.3235,1.0,0.0,0.0,0.0,0.0,0.4263
0.0828,0.1948,-1.006,-1.135,0.1736,-0.5,-1.476,1.0,0.0,1.133,1.117,-1.45,0.0,0.422,0.653,-0.4973,-0.2742,0.1617,-1.526,-0.1063,-0.6255,0.4883,0.192,1.183,-0.057,-0.02298,0.0,0.0,-0.04712,0.0,-0.0842,-0.3484,0.08905,-0.0801,0.0,0.0,-0.6665,-0.1087,-0.1417,0.256,-0.5,1.0,0.0,0.0,0.0,-0.08234
0.01498,0.3079,-0.9717,-1.125,0.5684,-0.375,-1.476,1.0,0.0,1.084,1.077,-1.433,0.0,0.4248,0.02159,-0.546,-0.3513,0.3064,-1.53,0.204,-0.61,-0.106,0.488,0.1919,-0.05157,-0.02545,0.0,0.0,-0.0454,0.0,-0.0738,-0.02762,-0.06174,0.1284,1.0,0.0,-0.3333,-0.1948,-0.06244,0.3965,0.0,0.0,0.0,0.0,0.0,0.1367
0.04626,0.622,-0.88,-1.104,1.019,-0.25,-1.476,1.0,0.0,0.9697,0.9585,-1.378,0.0,0.4275,-0.3164,-0.6094,-0.4202,0.6147,-1.522,0.743,-0.537,0.2042,-0.10596,0.4878,-0.04184,-0.02756,0.0,0.0,-0.04312,0.0,-0.04282,0.3477,-0.2262,0.546,1.0,0.5,0.0,-0.4307,0.2285,0.7886,0.5,0.0,0.0,0.0,0.0,0.5728
0.08453,0.7866,-0.816,-1.074,0.4133,-0.125,-1.476,1.0,0.0,0.8936,0.8774,-1.342,0.0,0.4302,0.396,-0.6416,-0.4792,0.7876,-1.513,0.4658,-0.4346,0.7437,0.2041,-0.1059,-0.02843,-0.0283,0.0,0.0,-0.04013,0.0,-0.02208,0.5977,-0.3357,0.2947,1.0,0.5,0.3333,-0.552,0.3867,0.879,1.0,0.0,0.0,0.0,0.0,0.305
0.1779,0.5747,-0.8457,-1.049,-0.1357,0.0,-1.476,1.0,0.0,0.9365,0.908,-1.364,0.0,0.4329,-0.1835,-0.658,-0.5264,0.597,-1.506,-0.4077,-0.378,0.466,0.743,0.204,-0.02074,-0.02953,0.0,0.0,-0.03827,0.0,-0.03513,0.4226,-0.258,-0.2284,0.0,0.5,0.0,-0.3809,0.1996,0.5947,-0.5,1.0,0.0,0.0,0.0,-0.2335
0.11865,0.1829,-0.9297,-1.036,-0.5317,0.0,-1.476,1.0,0.0,1.037,1.017,-1.42,0.0,0.4355,-0.2502,-0.655,-0.571,0.2004,-1.501,-0.9033,-0.371,-0.4075,0.4658,0.7427,-0.0171,-0.03069,0.0,0.0,-0.0379,0.0,-0.0673,0.0321,-0.0866,-0.554,0.0,0.5,-0.3333,-0.0552,-0.156,0.1659,-0.5,2.0,0.0,0.0,0.0,-0.57
0.1959,-0.5117,-1.09,-1.028,-2.543,0.0,-1.476,0.0,0.0,1.25,1.22,-1.524,0.0,0.4382,0.825,-0.6406,-0.6157,-0.4822,-1.499,-1.639,-0.3757,-0.903,-0.4072,0.4656,-0.02127,-0.03256,0.0,0.0,-0.04022,0.0,-0.1273,-0.1255,-0.04727,-1.624,-1.0,0.5,-0.3333,0.5874,-0.678,-0.5664,-0.5,3.0,0.0,0.0,0.0,-1.691
0.1526,-0.5034,-1.081,-1.019,0.11865,0.0,-1.476,0.0,0.0,1.235,1.21,-1.522,0.0,0.441,-0.2712,-0.63,-0.657,-0.4653,-1.5,-0.0516,-0.3665,-1.638,-0.9023,-0.407,-0.02525,-0.03458,0.0,0.0,-0.0416,0.0,-0.1265,-0.1274,-0.04572,-0.0429,-1.0,0.5,-0.3333,0.5356,-0.627,-0.525,0.0,0.0,0.0,0.0,0.0,-0.04306
0.1744,-0.65,-1.111,-1.012,0.632,0.0,-1.476,0.0,0.0,1.276,1.249,-1.546,0.0,0.4436,0.0447,-0.6216,-0.6777,-0.619,-1.499,-0.4307,-0.3445,-0.0513,-1.637,-0.902,-0.03152,-0.03635,0.0,0.0,-0.0429,0.0,-0.1399,-0.1996,-0.01877,-0.2448,-2.0,0.0,-0.3333,0.6265,-0.7207,-0.6577,-0.5,1.0,0.0,0.0,0.0,-0.2588
0.0861,-0.9395,-1.178,-1.007,0.835,0.0,-1.476,0.0,0.0,1.36,1.345,-1.592,0.0,0.4463,-0.2598,-0.61,-0.6777,-0.924,-1.498,-0.79,-0.2915,-0.4302,-0.05127,-1.636,-0.04337,-0.0372,0.0,0.0,-0.0447,0.0,-0.1664,-0.2786,0.003134,-0.4814,-2.0,-0.5,-0.3333,0.853,-0.929,-0.907,-0.5,2.0,0.0,0.0,0.0,-0.5146
0.3164,-1.257,-1.253,-1.006,0.63,0.0,-1.476,0.0,0.0,1.4795,1.435,-1.644,0.0,0.449,1.858,-0.6094,-0.6777,-1.158,-1.515,-0.887,-0.1909,-0.7896,-0.43,-0.05124,-0.06012,-0.03848,0.0,0.0,-0.0478,0.0,-0.1963,-0.3494,0.01903,-1.06,-2.0,-0.5,-0.3333,1.065,-1.189,-1.094,-0.5,3.0,0.0,0.0,0.0,-1.149
0.1953,-0.858,-1.159,-1.007,-0.2893,0.0,-1.476,0.0,0.0,1.343,1.3125,-1.59,0.0,0.4517,0.1519,-0.603,-0.6777,-0.7617,-1.522,0.78,-0.1606,-0.8867,-0.789,-0.43,-0.07263,-0.03943,0.0,0.0,-0.05035,0.0,-0.1656,-0.457,0.0916,0.739,-1.0,-0.5,-0.3333,0.6953,-0.7505,-0.7153,0.0,0.0,0.0,0.0,0.0,0.8193
0.1669,-0.7104,-1.126,-1.009,-0.103,-0.125,-1.476,0.0,0.0,1.296,1.27,-1.573,0.0,0.4543,0.11163,-0.5938,-0.6777,-0.6377,-1.526,0.1737,-0.143,0.78,-0.8857,-0.789,-0.0811,-0.0405,0.0,0.0,-0.05127,0.0,-0.1566,-0.4636,0.10065,0.08105,-1.0,-0.5,-0.3333,0.5415,-0.6206,-0.6016,0.5,0.0,0.0,0.0,0.0,0.09204
0.03677,-0.6484,-1.117,-1.016,0.01498,-0.25,-1.476,0.0,0.0,1.275,1.266,-1.573,0.0,0.457,-0.61,-0.5693,-0.6777,-0.5776,-1.535,-0.0673,-0.1261,0.174,0.7793,-0.8857,-0.08386,-0.0416,0.0,0.0,-0.05222,0.0,-0.1564,-0.631,0.1829,-0.05292,0.0,-0.5,-0.3333,0.501,-0.5796,-0.5786,1.0,0.0,0.0,0.0,0.0,-0.0537
-0.057,-0.4756,-1.079,-1.02,-0.2654,-0.375,-1.476,0.0,0.0,1.22,1.222,-1.555,0.0,0.4595,-0.1283,-0.54,-0.661,-0.4207,-1.541,0.2126,-0.119,-0.067,0.1738,0.7793,-0.08563,-0.0429,0.0,0.0,-0.0527,0.0,-0.146,-0.5366,0.1436,0.1469,1.0,0.0,0.0,0.3652,-0.4385,-0.4663,1.5,0.0,0.0,0.0,0.0,0.1626
-0.07825,-0.572,-1.111,-1.03,0.49,-0.5,-1.476,0.0,0.0,1.261,1.266,-1.579,0.0,0.4622,-0.286,-0.4973,-0.634,-0.5264,-1.55,-0.4575,-0.10754,0.2129,-0.06696,0.1738,-0.0875,-0.04477,0.0,0.0,-0.05322,0.0,-0.1602,-0.6934,0.2115,-0.2817,1.0,0.0,-0.3333,0.4614,-0.58,-0.5913,-0.5,1.0,0.0,0.0,0.0,-0.3005
-0.0864,-0.0833,-1.003,-1.039,-1.221,-0.5,-1.476,1.0,0.0,1.117,1.124,-1.517,0.0,0.4648,-0.0215,-0.4302,-0.5957,-0.04956,-1.561,0.902,-0.1301,-0.457,0.2128,-0.0669,-0.0834,-0.0462,0.0,0.0,-0.05188,0.0,-0.12445,-0.655,0.2152,0.5464,1.0,0.5,-0.3333,0.10443,-0.1722,-0.267,0.0,0.0,0.0,0.0,0.0,0.5967
-0.1838,0.1305,-0.9624,-1.052,5.344,-0.5,-1.476,1.0,0.0,1.06,1.078,-1.496,0.0,0.4675,-0.3994,-0.361,-0.554,0.1378,-1.569,0.2401,-0.13,0.9023,-0.4568,0.2126,-0.0752,-0.04678,0.0,0.0,-0.05176,0.0,-0.1128,-0.7314,0.2605,0.1383,1.0,0.5,-0.3333,-0.00333,-0.06396,-0.1536,0.5,0.0,0.0,0.0,0.0,0.1505
-0.2389,0.3179,-0.924,-1.058,1.016,-0.5,-1.476,1.0,0.0,1.007,1.033,-1.477,0.0,0.4702,-0.589,-0.3044,-0.512,0.3064,-1.575,0.2229,-0.1288,0.2404,0.902,-0.4565,-0.069,-0.04672,0.0,0.0,-0.05157,0.0,-0.1017,-0.5737,0.1903,0.07306,1.0,1.0,0.0,-0.11774,0.002354,-0.04642,1.0,0.0,0.0,0.0,0.0,0.0801
-0.2477,0.262,-0.938,-1.059,-0.005306,-0.5,-1.476,1.0,0.0,1.024,1.051,-1.49,0.0,0.473,-0.336,-0.267,-0.4734,0.25,-1.58,-0.2783,-0.1388,0.2231,0.2402,0.9014,-0.06433,-0.04657,0.0,0.0,-0.0524,0.0,-0.1095,-0.4358,0.1176,-0.1824,0.0,1.0,0.0,-0.08563,-0.1606,-0.109,-0.5,1.0,0.0,0.0,0.0,-0.1907
-0.4114,0.2324,-0.934,-1.045,0.05484,-0.375,-1.476,1.0,0.0,1.009,1.057,-1.492,0.0,0.4756,-0.857,-0.2489,-0.4368,0.2595,-1.584,-0.1066,-0.149,-0.278,0.223,0.2401,-0.05984,-0.04663,0.0,0.0,-0.05325,0.0,-0.1107,0.03009,-0.11206,-0.0722,0.0,1.0,0.0,-0.06067,-0.1863,-0.1081,-0.5,2.0,0.0,0.0,0.0,-0.0742
-0.2915,0.08844,-0.96,-1.033,-0.3357,-0.25,-1.476,1.0,0.0,1.049,1.082,-1.513,0.0,0.4783,0.829,-0.2554,-0.4087,0.11163,-1.582,-0.389,-0.1703,-0.1063,-0.2778,0.2229,-0.05753,-0.0473,0.0,0.0,-0.05484,0.0,-0.1227,-0.0916,-0.05978,-0.3132,-1.0,0.5,-0.3333,0.05905,-0.315,-0.2031,-0.5,3.0,0.0,0.0,0.0,-0.3303
-0.303,-0.1343,-1.006,-1.024,-1.082,-0.25,-1.476,0.0,0.0,1.107,1.142,-1.546,0.0,0.481,-0.2527,-0.2878,-0.3877,-0.1093,-1.581,-0.5796,-0.2395,-0.3884,-0.10626,-0.2776,-0.05563,-0.04755,0.0,0.0,-0.0582,0.0,-0.1417,-0.1415,-0.04727,-0.5205,-2.0,0.0,-0.3333,0.2283,-0.5107,-0.3594,-0.5,4.0,0.0,0.0,0.0,-0.5527
-0.2854,0.0789,-0.9385,-1.004,-18.0,-0.125,-1.476,1.0,0.0,1.021,1.054,-1.508,0.0,0.4836,-0.374,-0.3594,-0.3804,0.09644,-1.574,0.5044,-0.3855,-0.579,-0.3882,-0.1062,-0.05518,-0.0473,0.0,0.0,-0.06152,0.0,-0.12036,0.2856,-0.2434,0.4014,-2.0,0.0,0.0,-0.001499,-0.2913,-0.0475,0.0,0.0,0.0,0.0,0.0,0.435
