Ticker,Cluster,mean_intragroup_correlation,diff_to_mean_group_corr,correlation_0,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7
DBX,3,-0.00439,0.00472,-0.00346,0.01941,-0.00714,0.00033,-0.00545,-0.02962,-0.00099,-0.00642
UBSI,0,0.21347,0.44511,0.65858,-0.01436,0.37835,-0.01047,0.25069,0.07739,0.02761,0.49075
NGD,5,0.11046,0.15766,0.0871,-0.00297,0.11479,-0.00349,0.08728,0.26812,0.01157,0.13856
PEG,2,0.16715,0.13554,0.33688,-0.0018,0.3027,-0.00755,0.17804,0.20774,0.02061,0.38132
MAG,5,0.11046,0.17186,0.11703,-0.0019,0.13887,-0.00351,0.10251,0.28232,0.01395,0.17153
ROP,7,0.21639,0.28944,0.4577,-0.01216,0.38137,-0.01234,0.24588,0.16678,0.02891,0.50583
RWAY,6,0.01212,-0.00588,0.00771,-0.00779,-0.00077,-0.00365,-5e-05,-0.01569,0.00624,-0.00126
GCI,1,0.00861,0.05316,-0.03041,0.06177,-0.02343,-0.00068,-0.01529,-0.00276,-0.00167,-0.02846
DG,4,0.1117,0.01536,0.20478,-0.00195,0.18418,-0.00485,0.12706,0.07559,0.01301,0.22208
CQP,4,0.1117,0.04385,0.22861,0.0101,0.21745,-0.00619,0.15555,0.154,0.01639,0.28325
EA,4,0.1117,0.04271,0.23382,0.01126,0.22184,-0.00746,0.15441,0.09005,0.01892,0.281
FLWS,2,0.16715,0.07847,0.30652,-0.01512,0.24562,-0.00775,0.17308,0.09916,0.02121,0.30225
ITCI,3,-0.00439,0.00656,-0.00432,0.01648,-0.0083,0.00218,-0.00186,0.00395,-0.00197,-0.00982
WIT,2,0.16715,0.10287,0.29909,0.00728,0.27002,-0.00875,0.17995,0.12901,0.02149,0.34667
SAVE,3,-0.00439,0.00689,0.00189,0.00013,0.00362,0.00251,0.00317,0.01512,-0.00043,0.00724
TSQ,3,-0.00439,0.0047,-0.01077,0.01062,-0.00127,0.00031,-0.00039,-0.00347,0.00032,-0.00438
ARCH,6,0.01212,-0.00952,0.01694,-0.01378,0.01961,-0.00015,0.014,-0.00129,0.0026,0.02518
ATLX,1,0.00861,0.03352,-0.05922,0.04213,-0.02812,-0.00088,-0.01699,-0.02183,-0.00185,-0.03429
AFRI,3,-0.00439,0.00861,-0.05652,-0.00216,-0.04119,0.00423,-0.02419,-0.01712,-0.00267,-0.05145
RKT,1,0.00861,0.04167,-0.01052,0.05028,-0.01034,-0.0006,-0.00432,-0.00727,-0.0028,-0.01234
ATRC,4,0.1117,0.06232,0.28758,0.01126,0.23482,-0.00647,0.17402,0.10843,0.01482,0.29164
ERO,6,0.01212,-0.00742,0.02184,-0.00039,0.01943,-0.00036,0.01334,0.01368,0.00471,0.03107
ITUB,2,0.16715,0.12627,0.34374,0.00448,0.29342,-0.00914,0.19172,0.16303,0.02218,0.37541
NEM,5,0.11046,0.19017,0.09556,0.00402,0.12691,-0.00486,0.08797,0.30062,0.0141,0.15499
CLFD,4,0.1117,0.04467,0.26807,0.02174,0.21034,-0.00517,0.15637,0.10079,0.01414,0.26414
AGI,5,0.11046,0.16498,0.0464,-0.00326,0.09045,-0.00397,0.06936,0.27544,0.01076,0.10464
AMH,3,-0.00439,0.00668,-0.00073,0.01144,0.00126,0.00229,-0.00024,-0.00655,3e-05,-0.00017
WAB,7,0.21639,0.29184,0.50074,-0.00321,0.37731,-0.0106,0.24941,0.14375,0.02688,0.50823
CADL,6,0.01212,-0.00538,0.03103,0.0028,0.0342,-0.00086,0.02581,0.02494,0.00674,0.05024
LKQ,7,0.21639,0.27764,0.46597,-0.00076,0.36735,-0.01007,0.2348,0.1655,0.02517,0.49403
ASX,2,0.16715,0.09688,0.27978,0.00497,0.26404,-0.00736,0.17819,0.15123,0.0172,0.34607
WMG,6,0.01212,-0.00885,0.03238,-0.00089,0.03176,-0.00022,0.02005,0.01734,0.00327,0.03801
KGC,5,0.11046,0.19188,0.06959,0.01417,0.11316,-0.00372,0.08239,0.30234,0.01451,0.13634
BRKR,2,0.16715,0.13823,0.34455,0.00816,0.30538,-0.00896,0.20817,0.12251,0.02283,0.39677
BANR,0,0.21347,0.36359,0.57706,-0.00805,0.3428,-0.00689,0.22466,0.09127,0.02349,0.44563
CMCO,0,0.21347,0.30479,0.51826,-0.00327,0.3659,-0.01026,0.24366,0.14691,0.02694,0.47808
AEHR,4,0.1117,-0.02438,0.12383,-0.00706,0.11383,-0.00273,0.08732,0.06099,0.00849,0.14639
AXS,0,0.21347,0.255,0.46847,-0.01106,0.32139,-0.00904,0.20368,0.12089,0.02483,0.42256
ALB,7,0.21639,0.21585,0.39715,-0.00329,0.3269,-0.01134,0.22468,0.13059,0.02821,0.43224
ODFL,7,0.21639,0.21999,0.40322,0.00594,0.329,-0.00909,0.21532,0.11884,0.02564,0.43638
SITM,1,0.00861,0.07626,-0.04232,0.08487,-0.02717,0.00057,-0.01473,-0.01126,-0.00428,-0.03233
AIRS,6,0.01212,-0.00647,0.01027,-0.01851,0.01365,-0.00195,0.00772,0.0226,0.00566,0.0127
COCO,6,0.01212,-0.00885,0.03942,0.01258,0.02868,-0.00085,0.02338,0.00304,0.00327,0.03058
JNPR,2,0.16715,0.11778,0.33964,-0.01106,0.28493,-0.00781,0.18645,0.09295,0.02118,0.37203
RH,3,-0.00439,0.0031,0.00241,0.0201,-0.00588,-0.00129,-0.00733,0.00464,0.00042,-0.0049
HLLY,6,0.01212,-0.00598,0.0064,-0.00017,-0.00109,-0.0006,0.00067,-0.01268,0.00615,-0.00516
AUDC,4,0.1117,0.04767,0.25564,0.00534,0.21908,-0.00788,0.15937,0.10377,0.01942,0.28189
HCA,3,-0.00439,0.00588,6e-05,0.00577,0.00113,0.00149,0.00331,0.00551,0.00026,0.00188
ROIV,6,0.01212,-0.00721,0.0223,-0.01213,0.0164,-0.00086,0.01263,-0.00071,0.00491,0.01626
LSAK,4,0.1117,-0.01964,0.15428,-2e-05,0.12564,-0.00402,0.09206,0.0591,0.01089,0.16547
UFCS,0,0.21347,0.27485,0.48832,-0.02136,0.30109,-0.00954,0.19909,0.09387,0.0219,0.37723
IRS,4,0.1117,0.01528,0.20512,0.01405,0.1747,-0.00622,0.12698,0.10012,0.01353,0.2322
PKG,7,0.21639,0.23342,0.44345,0.00645,0.33864,-0.00918,0.2224,0.12893,0.02337,0.44981
WING,6,0.01212,-0.00934,0.00899,0.00596,0.01313,-0.00029,0.00873,0.00623,0.00278,0.01593
FBRT,6,0.01212,-0.01153,0.0171,-0.00478,0.02414,-2e-05,0.01758,0.07709,0.00059,0.02005
COTY,3,-0.00439,0.00429,0.00133,0.00262,-0.00647,-0.0001,-0.00369,0.00281,0.00023,-0.01212
HIVE,3,-0.00439,0.00707,-0.00745,-0.00701,-0.00438,0.00269,-0.00179,0.00652,-0.00257,-0.00618
SMKUY,3,-0.00439,0.00521,-0.00587,0.00037,-0.0056,0.00082,-0.00473,-0.00281,-0.00327,-0.00697
FHB,6,0.01212,-0.00857,0.01999,-0.00384,0.01531,0.00089,0.01163,0.01304,0.00356,0.02012
C,7,0.21639,0.32993,0.58144,0.00689,0.40614,-0.01086,0.26626,0.13313,0.02868,0.54632
NMCO,6,0.01212,-0.00678,0.02149,0.00703,0.01993,-0.00206,0.01831,0.00833,0.00534,0.02662
FVCB,3,-0.00439,0.00387,0.00623,0.00545,-0.00051,-0.00051,-0.00225,-0.00079,0.00084,-0.00117
PARR,1,0.00861,0.11079,-0.01316,0.1194,-0.00631,0.00079,-0.00222,-0.0006,0.0001,-0.00916
BIGC,1,0.00861,0.06294,0.0007,0.07156,-0.00706,0.00054,-0.00044,0.00054,-0.00245,-0.0056
CPAY,6,0.01212,-0.0075,0.00758,-0.00252,0.01219,0.00067,0.00821,0.00506,0.00462,0.01443
DAL,2,0.16715,0.14962,0.41125,0.01901,0.31678,-0.00588,0.2055,0.14281,0.02015,0.42749
PKBK,4,0.1117,0.02682,0.3027,0.0052,0.20012,-0.00197,0.13852,0.10952,0.00962,0.26065
ESGR,0,0.21347,0.27828,0.49175,-0.01139,0.32971,-0.01033,0.21821,0.1425,0.02385,0.422
YRD,3,-0.00439,0.00549,-0.01457,-0.00076,-0.00517,0.0011,-0.00168,0.0095,0.00096,-0.00648
HAYW,6,0.01212,-0.00847,0.01683,-1e-05,0.0066,-0.0004,0.00407,0.04458,0.00365,0.00952
TEX,7,0.21639,0.26101,0.4799,0.00326,0.35012,-0.00935,0.23472,0.12611,0.02653,0.4774
WTM,2,0.16715,0.08415,0.35473,-0.0039,0.2513,-0.00742,0.15991,0.12915,0.01914,0.32804
ASAI,3,-0.00439,0.00686,-0.05949,0.01725,-0.05113,0.00247,-0.03539,-0.02729,-0.00459,-0.05484
ALGM,3,-0.00439,0.00711,-0.00932,0.00597,-0.00052,0.00272,0.00296,0.02977,-0.00204,0.00064
WPP,7,0.21639,0.26121,0.45118,-0.01016,0.35838,-0.01045,0.23437,0.14635,0.02737,0.4776
MCW,1,0.00861,0.0441,-0.01996,0.05271,-0.02869,0.00285,-0.02011,0.00999,-0.00393,-0.03724
VERA,3,-0.00439,0.00631,-0.01657,0.00722,-0.01825,0.00193,-0.00909,0.0005,-0.00314,-0.02007
GPI,7,0.21639,0.22607,0.44948,0.00814,0.33532,-0.00942,0.21984,0.13349,0.0227,0.44246
GFS,3,-0.00439,0.00908,-0.03711,0.01638,-0.01541,0.00469,-0.00832,-0.01907,0.00067,-0.01795
PBF,3,-0.00439,0.00542,0.00223,0.00104,0.00708,0.00103,0.00413,-0.00133,-0.00061,0.00861
ALG,0,0.21347,0.26897,0.48243,-0.01251,0.33226,-0.00961,0.22027,0.11561,0.02485,0.43216
CAKE,2,0.16715,0.14138,0.41826,-0.00564,0.30853,-0.00808,0.19922,0.09669,0.02173,0.39577
ANNX,3,-0.00439,0.00383,-0.01,-0.0017,-0.00775,-0.00055,-0.00155,0.01694,0.00094,-0.00895
PGR,2,0.16715,0.11579,0.37419,-0.00412,0.28294,-0.01008,0.17974,0.10684,0.02257,0.3692
SMR,6,0.01212,-0.00832,0.01011,0.00432,0.00703,-0.0033,0.00678,-0.01491,0.0038,0.00967
VGR,2,0.16715,0.08617,0.35352,-0.00874,0.25333,-0.00644,0.17297,0.10781,0.01961,0.31083
HRT,6,0.01212,-0.00653,0.0146,0.00014,0.0162,-0.00343,0.01006,0.02194,0.00559,0.02384
AFLYY,4,0.1117,0.04164,0.29313,0.00426,0.23168,-0.0072,0.15334,0.0796,0.02055,0.3158
PLOW,3,-0.00439,0.00554,-0.01838,0.00964,-0.01853,0.00115,-0.01083,-0.00958,-0.00146,-0.02497
OABI,6,0.01212,-0.00746,0.02268,0.01112,0.0249,-0.00079,0.01632,-0.01555,0.00467,0.02594
PKE,0,0.21347,0.2443,0.45776,-0.01531,0.30422,-0.0104,0.20288,0.09739,0.02591,0.38387
AMCR,3,-0.00439,0.00393,0.00253,0.00162,-0.00226,-0.00046,-0.00139,-0.0098,0.00141,-0.00548
GIB,2,0.16715,0.13436,0.33364,-0.00607,0.30151,-0.0079,0.19868,0.15247,0.01963,0.39255
CROX,2,0.16715,0.10149,0.3122,0.00897,0.26865,-0.00619,0.18213,0.13335,0.01614,0.34645
CHGG,3,-0.00439,0.00454,0.00678,-0.01947,-0.0024,0.00015,-0.00031,-0.01831,0.00137,-0.00605
PLXS,7,0.21639,0.23196,0.45895,0.00599,0.34438,-0.00924,0.23129,0.14865,0.02339,0.44835
SBGI,2,0.16715,0.11851,0.37586,0.01632,0.28566,-0.00928,0.19251,0.11375,0.02137,0.3645
LESL,3,-0.00439,0.00555,-0.01723,-0.00207,-0.00982,0.00116,-0.00416,-0.01974,-0.00333,-0.01719
MIRM,3,-0.00439,0.00546,-0.02457,0.00301,-0.01522,0.00107,-0.00675,0.00608,0.00206,-0.01361
NREF,3,-0.00439,0.00559,0.01835,0.00791,0.00365,0.0012,-0.0001,-0.00391,-0.0022,0.00851
BGR,7,0.21639,0.27662,0.43564,0.01506,0.36723,-0.01058,0.24601,0.23182,0.028,0.49301
RGLD,5,0.11046,0.20953,0.0942,-0.00248,0.13095,-0.00375,0.09289,0.31999,0.01329,0.16103
PRTH,3,-0.00439,0.00372,-0.00422,0.00221,-0.00547,-0.00067,-0.00433,0.00464,0.00096,-0.00672
WTRG,2,0.16715,0.14966,0.36686,-0.00048,0.31681,-0.00938,0.19634,0.20276,0.02183,0.385
SHW,2,0.16715,0.14872,0.362,-0.01759,0.31587,-0.00741,0.20572,0.16171,0.02202,0.41713
NHC,2,0.16715,0.13452,0.44703,-0.01173,0.30167,-0.00817,0.20015,0.08309,0.02132,0.37202
BRSP,3,-0.00439,0.00589,-0.00685,-0.01448,-0.00109,0.0015,0.00171,0.01591,-0.0004,-0.0023
ROIC,7,0.21639,0.23706,0.44688,0.0032,0.34083,-0.00833,0.21222,0.23034,0.02356,0.45345
TME,3,-0.00439,0.00359,0.00531,-0.00275,-0.00845,-0.0008,-0.00442,0.01106,-0.00178,-0.01108
USNA,4,0.1117,0.03588,0.2712,-0.00857,0.21265,-0.00609,0.14758,0.08981,0.01619,0.26564
HURN,2,0.16715,0.10613,0.38865,0.00012,0.27328,-0.00907,0.18026,0.0809,0.02084,0.34437
CTR,3,-0.00439,0.00636,-0.00932,0.00567,-0.00135,0.00198,-0.00046,-0.008,-0.00074,-0.00223
PATH,6,0.01212,-0.01138,0.02559,0.02201,0.02019,-0.00031,0.01006,0.02434,0.00074,0.02476
TGTX,3,-0.00439,0.00583,-0.03015,0.00378,-0.00746,0.00144,-0.00597,-0.00592,-0.00143,-0.00901
RCKY,4,0.1117,0.03443,0.27277,0.00365,0.21127,-0.00434,0.14614,0.10984,0.01399,0.26848
MORF,3,-0.00439,0.00781,-0.05721,0.01099,-0.0369,0.00342,-0.02144,0.00521,0.00062,-0.04984
OBDC,6,0.01212,-0.00647,0.00553,0.00135,0.01174,-0.00096,0.00558,0.00563,0.00566,0.01188
WKC,2,0.16715,0.13863,0.42719,-0.01376,0.30578,-0.00857,0.20546,0.12119,0.02336,0.39627
HNGKY,6,0.01212,-0.00618,0.0583,-0.00435,0.05582,-0.00172,0.03675,0.01482,0.00594,0.07802
ETN,7,0.21639,0.33754,0.51374,-0.00276,0.40446,-0.01171,0.25991,0.1622,0.02897,0.55393
CCL,7,0.21639,0.22885,0.42094,0.00157,0.32948,-0.0093,0.21462,0.16098,0.0263,0.44524
CNXC,6,0.01212,-0.00824,0.02356,-0.00604,0.01457,0.00062,0.01124,-0.01944,0.00388,0.01579
EFC,3,-0.00439,0.00622,0.00973,0.00105,0.00759,0.00184,0.00432,0.00061,0.00054,0.00751
TRTX,3,-0.00439,0.00579,0.00995,0.00266,0.00578,0.0014,0.00227,-0.0037,-0.00051,0.00974
MSC,6,0.01212,-0.00735,0.00588,0.01576,0.00296,-0.00221,0.00548,-0.02641,0.00478,0.00887
CCCS,6,0.01212,-0.00797,0.03987,0.00057,0.03536,-0.00077,0.02449,0.00122,0.00416,0.04358
SEM,2,0.16715,0.14664,0.39687,-0.00595,0.31379,-0.00718,0.20989,0.1548,0.02124,0.39943
ETJ,7,0.21639,0.27637,0.40838,-0.00184,0.37512,-0.01004,0.25053,0.26554,0.02671,0.49276
MATX,2,0.16715,0.13452,0.42849,0.01152,0.30167,-0.00895,0.20356,0.07897,0.02351,0.39148
VALU,4,0.1117,-0.00427,0.21249,0.00673,0.15938,-0.00376,0.10743,0.07838,0.0109,0.20627
CAR,2,0.16715,0.12173,0.37233,-0.00738,0.28888,-0.00966,0.19247,0.12135,0.02332,0.38848
LTCN,1,0.00861,0.09646,-0.00391,0.10507,0.00606,0.00116,0.00574,0.02775,-0.00208,0.00389
MAT,2,0.16715,0.09584,0.32351,-0.01528,0.26299,-0.00816,0.17644,0.11105,0.02224,0.33666
SYBT,0,0.21347,0.40945,0.62292,-0.01602,0.36051,-0.01034,0.24108,0.09854,0.02632,0.4572
ROCK,0,0.21347,0.24451,0.45798,0.00643,0.32458,-0.00974,0.21539,0.12889,0.02348,0.42051
DRQ,2,0.16715,0.12958,0.40151,-0.00113,0.29673,-0.0083,0.2046,0.11102,0.02229,0.38547
CMPS,6,0.01212,-0.00794,0.01184,-0.00811,0.01283,0.00115,0.01331,-0.0086,0.00418,0.01
OZ,3,-0.00439,0.00602,-0.04041,-0.00147,-0.0428,0.00164,-0.02731,0.00201,-0.0014,-0.05564
FHN,0,0.21347,0.36903,0.58249,0.00027,0.35212,-0.00996,0.23224,0.10476,0.02482,0.46812
QUIK,4,0.1117,0.00128,0.16371,-0.00612,0.15331,-0.00501,0.11298,0.08174,0.01355,0.19728
COLB,0,0.21347,0.41444,0.62791,-0.01759,0.36036,-0.01097,0.23974,0.07582,0.02902,0.46852
NFGC,6,0.01212,-0.00881,0.01251,-0.02221,0.00936,-1e-05,0.00441,-0.00975,0.00331,0.00949
VNDA,4,0.1117,0.01786,0.20706,-0.00982,0.16628,-0.00625,0.12957,0.05493,0.01437,0.20508
EDU,4,0.1117,-0.0011,0.14243,0.00425,0.14651,-0.00408,0.1106,0.07518,0.01244,0.19042
NKE,2,0.16715,0.15369,0.36497,-0.00892,0.32084,-0.0095,0.20837,0.13567,0.02016,0.41833
ACTG,4,0.1117,0.03605,0.26237,-0.01302,0.20684,-0.00881,0.14775,0.08502,0.01738,0.25816
INCY,4,0.1117,0.0534,0.2356,0.01907,0.2139,-0.00614,0.1651,0.07385,0.01596,0.27279
CPG,2,0.16715,0.10843,0.33044,-0.00226,0.27559,-0.00922,0.1934,0.1416,0.02209,0.36458
CCK,7,0.21639,0.23606,0.40265,0.00081,0.34185,-0.01033,0.22149,0.17543,0.02301,0.45246
WSM,2,0.16715,0.12735,0.34078,0.0082,0.29451,-0.00717,0.19851,0.14616,0.02122,0.37679
EQX,1,0.00861,0.04044,-0.03318,0.04905,-0.02784,0.00086,-0.02091,-0.03462,-0.00418,-0.03432
EGBN,0,0.21347,0.34502,0.55849,-0.006,0.3197,-0.00938,0.21345,0.08002,0.02266,0.41117
KIND,3,-0.00439,0.00421,-0.00221,0.01166,-0.00475,-0.00018,-0.00394,0.02999,-0.00088,-0.00426
VVX,6,0.01212,-0.00869,0.02837,0.00255,0.01085,-0.00222,0.00878,-0.01493,0.00343,0.01394
IRMD,3,-0.00439,0.0068,-0.02698,-0.02098,-0.01195,0.00241,-0.00994,0.01463,-0.00149,-0.02023
KOF,2,0.16715,0.11547,0.32609,-0.01642,0.28262,-0.00875,0.1869,0.1533,0.02011,0.35814
BKSY,6,0.01212,-0.00775,0.02176,-0.00358,0.02383,-0.00143,0.01438,0.00689,0.00437,0.02964
BMI,7,0.21639,0.21599,0.44791,0.00798,0.33993,-0.00939,0.22713,0.13622,0.02404,0.43238
ELME,7,0.21639,0.26846,0.49732,-0.00657,0.37374,-0.01143,0.23704,0.19701,0.02774,0.48485
ALLO,3,-0.00439,0.00657,0.03107,0.01613,0.00823,0.00219,0.00347,-0.01528,-0.00143,0.01169
HUBS,6,0.01212,-0.0092,0.01991,-0.01357,0.01431,-0.00112,0.01034,0.00663,0.00292,0.01946
MTRN,7,0.21639,0.22608,0.4575,0.00199,0.33985,-0.00957,0.22838,0.15247,0.02408,0.44247
GROY,1,0.00861,0.08007,-0.04473,0.08868,-0.01653,0.00196,-0.00719,-0.02614,-0.00461,-0.01643
ASTE,0,0.21347,0.24852,0.46199,-0.00371,0.32334,-0.01032,0.21859,0.09742,0.02656,0.42804
NXDT,2,0.16715,0.08247,0.2813,0.00245,0.24962,-0.0065,0.17066,0.22251,0.01801,0.32605
MTB,0,0.21347,0.38664,0.60011,0.00046,0.36172,-0.01094,0.23186,0.08451,0.0272,0.48698
TKR,7,0.21639,0.32607,0.52485,-0.00222,0.39917,-0.01109,0.26247,0.16939,0.02901,0.54247
CYTK,4,0.1117,0.01096,0.16607,0.00393,0.14671,-0.00428,0.12266,0.07456,0.01341,0.175
CMG,4,0.1117,0.04645,0.23587,0.00086,0.23227,-0.00686,0.15815,0.11397,0.01624,0.29911
SEDA,6,0.01212,-0.00861,0.00263,0.00831,-0.00064,-0.00078,0.00297,-0.00431,0.00351,0.0002
TRDA,6,0.01212,-0.00755,0.00056,-0.01071,0.01856,-0.00168,0.01263,0.02599,0.00457,0.02137
KR,4,0.1117,-0.00709,0.18557,-0.00992,0.14616,-0.00725,0.10461,0.01536,0.01381,0.17098
KIM,7,0.21639,0.27655,0.48302,-0.00402,0.3689,-0.01133,0.22916,0.19849,0.02786,0.49294
VST,3,-0.00439,0.00571,-0.01962,0.01254,-0.01442,0.00132,-0.01174,0.00751,-0.00043,-0.01938
BGS,4,0.1117,0.00381,0.19367,0.00848,0.15944,-0.00707,0.11551,0.09252,0.01492,0.18656
TPC,4,0.1117,0.05055,0.33492,0.00129,0.23049,-0.0084,0.16225,0.0168,0.02138,0.30274
HA,4,0.1117,0.02292,0.28639,0.00197,0.20058,-0.00696,0.13462,0.08533,0.01733,0.26443
CHI,7,0.21639,0.25142,0.37318,0.00601,0.35748,-0.00875,0.24271,0.30885,0.02542,0.46781
OOMA,3,-0.00439,0.00582,-0.0048,-0.0042,-0.00905,0.00143,-0.00933,-0.02032,0.00038,-0.00546
FIX,0,0.21347,0.2696,0.48307,-0.00694,0.34195,-0.00897,0.22488,0.12902,0.02461,0.44198
LZM,6,0.01212,-0.00772,0.02773,0.00077,0.03255,-0.0001,0.02217,0.02113,0.0044,0.04663
VRSN,2,0.16715,0.13449,0.32234,-0.00204,0.30164,-0.00659,0.20395,0.14203,0.02061,0.38352
UVV,2,0.16715,0.08498,0.35864,0.01163,0.25213,-0.00687,0.16575,0.10726,0.01884,0.31089
NWBO,6,0.01212,-0.00717,0.05647,0.01223,0.05528,-0.00144,0.04498,0.03184,0.00496,0.07175
DADA,6,0.01212,-0.00967,0.00483,0.00947,0.00911,-0.0005,0.0075,0.00565,0.00245,0.0094
IDCC,2,0.16715,0.11423,0.351,-0.00639,0.28138,-0.00541,0.19024,0.14733,0.01649,0.35889
VTN,5,0.11046,0.30124,0.11216,-0.00817,0.15275,-0.00242,0.09243,0.41169,0.00877,0.19727
EQC,4,0.1117,0.026,0.27546,0.00384,0.21485,-0.00754,0.1377,0.10561,0.01716,0.28104
RNST,0,0.21347,0.43219,0.64565,-0.01054,0.37385,-0.01097,0.24911,0.08495,0.02748,0.47798
PCN,2,0.16715,0.11039,0.28682,0.02757,0.27754,-0.00574,0.17885,0.30798,0.01627,0.36088
BCAT,3,-0.00439,0.00602,-0.00542,0.0053,-0.00325,0.00163,0.00287,0.015,0.00061,0.00248
LDI,1,0.00861,0.09378,-0.05594,0.10239,-0.03756,0.0026,-0.02228,-0.02348,-0.00435,-0.04197
BVS,3,-0.00439,0.00463,-0.04991,-0.01756,-0.01741,0.00024,-0.01229,-0.01217,-0.0027,-0.0235
STI,6,0.01212,-0.00888,0.00439,-0.00516,0.0087,-0.0003,0.00301,0.03126,0.00324,0.0029
LII,7,0.21639,0.23431,0.41386,-0.00891,0.33658,-0.00986,0.21658,0.15105,0.02529,0.4507
STTK,6,0.01212,-0.00725,0.02628,-0.0001,0.01854,-2e-05,0.0148,-0.01953,0.00487,0.02061
GB,3,-0.00439,0.00468,-0.01792,0.00024,-0.0095,0.00029,-0.00825,0.0081,-0.00166,-0.01231
PAGS,3,-0.00439,0.0063,-0.01585,0.00061,-0.00804,0.00191,-0.0082,0.00616,-0.00214,-0.01092
CPSS,4,0.1117,-0.032,0.11671,-0.00091,0.10683,-0.00181,0.0797,0.08639,0.00895,0.14601
UNM,0,0.21347,0.33609,0.54955,-0.00114,0.37197,-0.012,0.24164,0.10324,0.0282,0.50397
BUD,2,0.16715,0.15334,0.3863,-0.00955,0.32049,-0.00896,0.20894,0.1534,0.02332,0.41995
BXP,7,0.21639,0.2766,0.49268,0.00635,0.37171,-0.01121,0.23552,0.20261,0.02859,0.493
CCOI,2,0.16715,0.09038,0.32955,0.00212,0.25753,-0.00731,0.17459,0.10052,0.0212,0.31916
AAT,3,-0.00439,0.00537,0.00055,-0.00088,-0.00208,0.00098,-0.00131,0.00351,-0.00056,-0.00173
CCS,3,-0.00439,0.0061,-0.00026,0.01022,-0.0056,0.00171,0.00111,0.00749,0.00154,-0.0095
ARLP,2,0.16715,0.06988,0.29164,0.00498,0.23703,-0.00856,0.16511,0.14027,0.01781,0.30731
NIO,1,0.00861,0.10624,0.01192,0.11485,0.01156,-0.0019,0.0038,0.01676,-0.00278,0.01791
GDLC,3,-0.00439,0.00567,-0.00556,-0.0167,-0.00197,0.00128,-0.0026,-0.00081,-0.0003,-0.0019
CBL,6,0.01212,-0.00975,0.01185,0.00449,0.02574,0.00133,0.01537,0.04601,0.00237,0.03408
YAHOY,3,-0.00439,0.00513,-0.00784,-0.00571,-0.00399,0.00074,-0.00336,-0.0079,0.00398,-0.00084
MNTK,6,0.01212,-0.00719,0.02686,-0.01485,0.01545,-0.00206,0.0091,0.02451,0.00494,0.01444
COUR,6,0.01212,-0.0062,0.03469,-0.00283,0.03949,0.00108,0.02776,0.04133,0.00592,0.05363
RIO,7,0.21639,0.23374,0.39834,-0.00065,0.33676,-0.00998,0.22552,0.18141,0.02576,0.45013
CSGS,2,0.16715,0.10622,0.38328,-0.01605,0.27337,-0.00817,0.18286,0.06882,0.02009,0.34339
MNMD,3,-0.00439,0.00629,-0.00029,0.01867,0.00044,0.0019,0.00088,-0.01717,0.00175,0.00277
VIAAY,3,-0.00439,0.00563,0.00398,0.00649,0.00243,0.00125,0.00362,0.01976,6e-05,-0.0003
FINV,6,0.01212,-0.00831,0.03555,-0.00816,0.02551,-0.00153,0.016,-0.00543,0.00381,0.03152
TCBX,3,-0.00439,0.00414,0.00554,0.00185,-0.00341,-0.00025,-0.00455,-0.04617,0.00187,0.00057
CMA,0,0.21347,0.39488,0.60834,-0.00236,0.36835,-0.01043,0.24245,0.09851,0.02895,0.49659
ASA,5,0.11046,0.25353,0.09641,0.00021,0.14898,-0.00567,0.10648,0.36399,0.01606,0.18439
TSHA,6,0.01212,-0.00933,0.04014,0.00023,0.0288,8e-05,0.01974,0.04269,0.00279,0.03606
NJR,7,0.21639,0.20823,0.45177,-0.00995,0.34384,-0.01036,0.21474,0.21594,0.02279,0.42463
NX,7,0.21639,0.24738,0.49113,-0.01007,0.35358,-0.00978,0.23411,0.15175,0.02566,0.46377
SVM,3,-0.00439,0.00495,-0.00667,0.00925,-0.00062,0.00056,0.00081,0.00896,0.00018,0.0038
AMED,4,0.1117,0.03666,0.24158,0.00827,0.20211,-0.00632,0.14837,0.053,0.01688,0.24724
HYLN,3,-0.00439,0.00574,0.00168,0.00324,0.0015,0.00136,0.00326,0.02,-0.00092,-3e-05
VSAT,2,0.16715,0.1343,0.39128,0.00243,0.30145,-0.00907,0.2044,0.15463,0.02533,0.38696
IVVD,3,-0.00439,0.00766,-0.00945,0.01186,-0.01773,0.00327,-0.01307,-0.02936,-0.00441,-0.02166
ALVO,6,0.01212,-0.00494,0.04123,-0.04913,0.02954,-0.00471,0.01588,-0.00953,0.00718,0.03848
NNI,0,0.21347,0.27125,0.48471,-0.00446,0.32804,-0.0104,0.21703,0.11413,0.02234,0.42205
ORC,3,-0.00439,0.00471,-0.0108,-0.00136,-0.00784,0.00032,-0.00793,-0.0113,0.001,-0.00852
CSR,4,0.1117,-0.01977,0.1925,-0.0227,0.14179,-0.00828,0.09193,0.07056,0.01806,0.17687
EPM,2,0.16715,0.10735,0.35929,-0.00633,0.2745,-0.00772,0.19308,0.14095,0.021,0.34738
CIEN,2,0.16715,0.10674,0.32184,0.01922,0.2739,-0.00647,0.18578,0.11135,0.02039,0.35105
QS,3,-0.00439,0.00649,0.0031,3e-05,-0.00135,0.0021,0.00026,0.02485,-0.00082,-0.00788
